Time,theta1,theta1dot,theta2,theta2dot
2.3696871840170552,-0.13868503507879684,-0.22841022427901253,0.3238063485776465,0.035277146426895827
2.379402970502461,-0.14091651719368276,-0.2309456163874323,0.3241285254019637,0.031046985761866076
2.389115661131009,-0.1431720271429623,-0.23350438614878605,0.3244096338513643,0.026841814007270485
2.3988254565597513,-0.14545182426671202,-0.23608674210268837,0.3246499521503099,0.02266256007064625
2.4085325600490624,-0.1477561719115837,-0.23869289707383926,0.3248497648399783,0.018510150988059887
2.418237173003828,-0.15008533644982777,-0.24132306696239603,0.3250093626750576,0.014385513979262805
2.4279394990606695,-0.15243958831340343,-0.24397747181757198,0.3251290427222932,0.010289574831343257
2.4376397378482313,-0.15481920054605655,-0.24665633411118215,0.3252091082973627,0.006223260664156987
2.4473380892956613,-0.15722444988548637,-0.2493598798707059,0.3252498690800151,0.002187498206863604
2.4570347515853386,-0.15965561631256323,-0.2520883380847392,0.32525164113843824,-0.0018167852369595462
2.4667299241583263,-0.16211298385472367,-0.2548419415201686,0.32521474697629643,-0.005788662929102856
2.4764371053729946,-0.1646002664454244,-0.25762475658861583,0.32513938615519716,-0.009732588297770139
